Tweet ID,Tweet Text, Information Source, Information Type,Informativeness
2.96E+17,Que Deus possa confortar os pais destes estudantes mortos em #SantaMaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Que país é esse? É o único lugar que dinheiro vale mais que a vida de uma pessoa. #SantaMaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"Continua o mistério e polícia se cala: quem são e onde estão os donos da boate Kiss e os promotores da festa, a Green Live",Outsiders,Other Useful Information,Related and informative
2.96E+17,RT @AprendiComAvril: Um Brasil onde o dinheiro vale mais que a própria vida! #SantaMaria,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,Forças as famílias das vitimas. Que vocês consigam achar conforto de alguma forma #SantaMaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Horrible. RT @standardnews: '245 dead' in Brazil nightclub fire http://t.co/huta7oJ9,Media,Affected individuals,Related and informative
2.96E+17,"If you hate Brazil, forget it. They need your support! 245 teenagers dead in nightclub fire in southern Brazil... #PrayForSantaMaria",Outsiders,Sympathy and support,Related and informative
2.96E+17,RT @eRTme: 245 people dead in Brazil nightclub fire http://t.co/UBTFbyhK #NY #NYC,Media,Affected individuals,Related and informative
2.96E+17,#PrayForSantaMaria  #PrayForBrazil STAY STRONG we love you and we're here to support you guys,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @JornalOGlobo: Tragédia em boate de #SantaMaria, no Rio Grande do Sul, é noticiada pela imprensa internacional. http://t.co/kPLRnBO2",Media,Other Useful Information,Related and informative
2.96E+17,RT @CooIPost: Sending all my thoughts to the victims and the families that lost members. RIP all the victims in #SantaMaria. #PrayForSan ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Fire Sweeps Through Nightclub in Brazil; Scores Dead http://t.co/JP5GO3uF,Media,Affected individuals,Related and informative
2.96E+17,RT @l4rie: ''a proxima atração da boate kiss é a banda sepultura..'' AIUEHUAEHUA gente que horror,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,"CONVOCAÇÃO #SantaMaria Ajudem!!! Doação de sangue URGENTE, repassem O  endereço é: Av. Pres. Vargas, 2291 - Santa Maria - RS, 97015-513",NGOs,Donations and volunteering,Related - but not informative
2.96E+17,"RT @PorqueTTs: Mais de 245: Até agora há pouco foram confirmados mais de 245 pessoas mortas da tragédia na Boate Kiss, de Santa Maria/RS ...",Media,Affected individuals,Related and informative
2.96E+17,"RT @PorqueTTs: Mais de 245: Até agora há pouco foram confirmados mais de 245 pessoas mortas da tragédia na Boate Kiss, de Santa Maria/RS ...",Media,Affected individuals,Related and informative
2.96E+17,"De tudo que ouvi, o relato que mais me partiu o coração: os celulares dos mortos não param de tocar :( #SantaMaria",Outsiders,Other Useful Information,Related - but not informative
2.96E+17,"#SantaMaria madre de dios, ruega por nosotros pecadores...",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,#luto #santamaria 🙏😢🙏😢 http://t.co/S0htHtHV,Media,Sympathy and support,Related - but not informative
2.96E+17,RT @elizastar: Galera do Rio grande do sul doação de sangue av presidente Vargas 2291 Santa Maria Rio Grande do Sul #SantaMaria,Outsiders,Donations and volunteering,Related and informative
2.96E+17,RT @LucasnaRede_: Noticia triste e lamentável.Chocado com o número de pessoas q foram atingidas nesse acidente em #SantaMaria.Que Deus c ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @MeusFattos: Precisam-se de Doadores de sangue URGENTE, repassem o endereço do HEMOCENTRO de #SantaMaria: Av. Pres. Vargas, 2291 - Sa ...",NGOs,Donations and volunteering,Related and informative
2.96E+17,"Desejo Forças para todos, sem palavras... #SantaMaria",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,#santamaria dia dificil hoje em :(,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @GarotaCiume: O que nós temos que lembrar é que no céu hoje, chegaram mais 245 estrelas! #TODOSDesejamForçasASantaMaria #SantaMaria",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @GarotaCiume: O que nós temos que lembrar é que no céu hoje, chegaram mais 245 estrelas! #TODOSDesejamForçasASantaMaria #SantaMaria",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @TWFanmiIy: #TODOSDesejamForçasASantaMaria #PrayForSantaMaria #SantaMaria #TWFanmilyDesejaForçasASantaMaria Desejo todo o consolo do  ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Death toll in Brazil nightclub fire hits 245 - Los Angeles Times: Brisbane TimesDeath toll in Brazil nightclub f... http://t.co/1GKBbzhR,Media,Affected individuals,Related and informative
2.96E+17,Nightclub fire kills 245 in southern Brazil - Reuters: Brisbane TimesNightclub fire kills 245 in southern Brazil... http://t.co/zGGqoMzA,Media,Affected individuals,Related and informative
2.96E+17,"RT @nosjovens: Precisam-se de Doadores de sangue URGENTE, repassem o endereço do HEMOCENTRO de #SantaMaria: Av. Pres. Vargas, 2291 - San ...",Outsiders,Donations and volunteering,Related and informative
2.96E+17,Nightclub fire kills 245 in southern Brazil - Reuters http://t.co/6GPV56qR,Media,Affected individuals,Related and informative
2.96E+17,"meeu deus ,  mortos no banheiro da boate Kiss , em Santa Maria -RS http://t.co/zqGQPld1",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Pictures of tragic fire in Brazil- 245 fatalities!!  Mail Online http://t.co/IHruwFBr #BRAZIL,Media,Affected individuals,Related and informative
2.96E+17,"O que me revolta , é que mesmo nessas horas de apuro total , as pessoas ainda deixam prevalecer o dinheiro e esquecem da vida ! #SANTAMARIA",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,RT @poring_rid: boate kiss? hotter than hell,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,#TODOSDesejamForçasASantaMaria #PrayForSantaMaria #BeliebersDesejamForçasASantaMaria #SantaMaria #BrasilDesejaForçasAsVitimasDeSantaMaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,#EBC Ex-presidente Lula manifesta solidariedade aos parentes das vítimas do incêndio na Boate Kiss http://t.co/eeC1g0ZS,Media,Sympathy and support,Related and informative
2.96E+17,"senhor ajudamos a suportar a dor, que o seu consolo venha sobre todos de #SantaMARIA  #TODOSDesejamForçasASantaMaria",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @_Heloisa_Helena: Certos comentários horríveis sobre #SantaMaria melhor nem responder Calado ficarei, pois que a língua que falo é d ...",Outsiders,Other Useful Information,Related - but not informative
2.96E+17,"RT @SimplyTeBR: Porta principal da boate de #SantaMaria estava trancada na hora do incêndio, diz Bombeiros. http://t.co/8Ncb9tTy",Media,Other Useful Information,Related and informative
2.96E+17,RT @SkyNewsBreak: UPDATE: Police in Brazil say at least 245 people dead after fire at nightclub in Santa Maria area of Rio Grande do Sul ...,Media,Affected individuals,Related and informative
2.96E+17,RT @portalR7: Tragédia no RS: Dilma chora ao falar sobre vítimas http://t.co/ybxETDmD #R7 #SantaMaria,Media,Sympathy and support,Related and informative
2.96E+17,Un abrazo de solidaridad para los hermanos de Brasil por la tragedia que nos enluta. #SantaMaria http://t.co/plwgNxXo,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @gabichanas: De tudo que ouvi, o relato que mais me partiu o coração: os celulares dos mortos não param de tocar. #SantaMaria",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"@killhim A terrible tragedy happened in Santa Maria, Rio Grande do Sul, Brazil. Let's all pray for them! #SantaMaria",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @100BELIEBER16: If you hate Brazil, forget it. They need your support! 245 teenagers dead in nightclub fire in southern Brazil... #Pr ...",Outsiders,Affected individuals,Related - but not informative
2.96E+17,Pastora Sarah Sheena Boate Kiss um pedacinho do inferno em Santa Maria. Venha viver essa experiência única. http://t.co/q708rQvJ,Not labeled,Not labeled,Not related
2.96E+17,Awful~&gt;@Gawker: So far 245 people are confirmed dead following a massive nightclub fire in southern Brazil. http://t.co/eNlLwaJ1,Media,Affected individuals,Related and informative
2.96E+17,RT @CandyOfMiley: #PrayForBrazil ai você percebe q os outros paises se preocupam mais do q os brasileiros,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @100BELIEBER16: If you hate Brazil, forget it. They need your support! 245 teenagers dead in nightclub fire in southern Brazil... #Pr ...",Outsiders,Affected individuals,Related and informative
2.96E+17,Nearly at 300 followers Wow !!! anyone want to make me really happy? http://t.co/NSIhJgKp  #santamaria,Not applicable,Other Useful Information,Related - but not informative
2.96E+17,"horrível o que aconteceu em santa maria, só o que posso fazer é desejar força a todas as famílias. #SantaMaria",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @100BELIEBER16: If you hate Brazil, forget it. They need your support! 245 teenagers dead in nightclub fire in southern Brazil... #Pr ...",Outsiders,Affected individuals,Related and informative
2.96E+17,RT @SBTOficial: Nossa solidariedade às famílias de #SantaMaria e a todos os gaúchos neste domingo triste.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"My solidarity to Brazil, Rio Grande do Sul by the tragedy of 245 students and friends killed in a nightclub. #PrayForSantaMaria",Outsiders,Sympathy and support,Related and informative
2.96E+17,"@FabianoFuba e pensar q isso pode acontecer em qq lugar. Com parentes, amigos nossos... Que Deus conforte essas famílias! #SantaMaria",Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"tu não os ve tu não os toca mas estão presentes, vários momentos inesqueciveis me veem a mente ♪ #SantaMaria",Outsiders,Not applicable,Related - but not informative
2.96E+17,"RT @RoLombardiReal: Bem-vindo ao Brasil, o país onde o dinheiro vale mais que 245 vidas #SantaMaria",Outsiders,Sympathy and support,Related and informative
2.96E+17,Tragic. @NYTimes: Scores Dead as Fire Sweeps Through Nightclub in Brazil http://t.co/u4FP0LLz,Media,Other Useful Information,Related and informative
2.96E+17,RT @ruinmestyles: #SantaMaria #BeliebersDesejamForçasASantaMaria #DirectionersDesejamForçasASantaMaria #LovaticsDesejamForçasASantaMaria ...,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"O governo dos estados proximo a RS , mandem os medicos do exercito , enfermeiros e tudo !!! AJUDEM #SantaMaria",Outsiders,Donations and volunteering,Related - but not informative
2.96E+17,"RT @BBCWorld: VIDEO: At this time of sadness, we are together: #Brazil President Dilma Rousseff as fire kills at least 245 http://t.co ...",Media,Other Useful Information,Related and informative
2.96E+17,RT @LeandroGamePlay: Nova foto dos mortos no banheiro da boate kiss em #SantaMaria http://t.co/VabShMkm,Outsiders,Other Useful Information,Related and informative
2.96E+17,RT @GinsburgJobs: HORROR: AT LEAST 245 DEAD IN BRAZIL NIGHTCLUB BLAZE  http://t.co/onBvx3Xn via @HuffPostWorld,Media,Affected individuals,Related and informative
2.96E+17,RT @bandascalene: Sempre revoltante quando a irresponsabilidade de poucos acaba com a vida de tanta gente! #SantaMaria,Outsiders,Other Useful Information,Related - but not informative
2.96E+17,"RT @BBCWorld: VIDEO: At this time of sadness, we are together: #Brazil President Dilma Rousseff as fire kills at least 245 http://t.co ...",Media,Sympathy and support,Related and informative
2.96E+17,"Já chegou em 245 o calculo de mortos no incêndio na boate Kiss Em Santa Maria .Que deus ilumine todos las , que de mt mt força #SantaMaria",Outsiders,Affected individuals,Related and informative
2.96E+17,"Uma tragédia! Força, RS! RT @JornalOGlobo: Incêndio em boate de #SantaMaria já é o segundo maior da história no Brasil. http://t.co/rCJqAD8W",Media,Other Useful Information,Related and informative
2.96E+17,She is! a legend her work is amazing.  #santamaria http://t.co/Fz3qe5qT,Not labeled,Not labeled,Not related
2.96E+17,232 mortos e 131 feridos #SantaMaria,Outsiders,Affected individuals,Related and informative
2.96E+17,RT @FelipeFaarto: 245 mortos = 2+4+5= 11 de setembro no Brasil #SantaMaria,Outsiders,Sympathy and support,Related and informative
2.96E+17,#SantaMaria  #BeliebersDesejamForçasASantaMaria #TODOSDesejamForçasASantaMaria.  #BrasilDesejaForçasAsVitimasDeSantaMaria. Uma imensa perda.,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,"RT @funkmasterflex: (Photos) Fire Kills Over 245 People In Brazil Nightclub, Hundreds More Injured - http://t.co/ZBriCDNP #IFWT",Outsiders,Affected individuals,Related and informative
2.96E+17,Falaram que os feridos tão sendo atendidos pelos colegas de faculdade no hospital universitário. To com meu coração apertado. #SantaMaria,Outsiders,Affected individuals,Related - but not informative
2.96E+17,"Nightclub tragedies in recent history: On Saturday, a massive fire at the Kiss nightclub in southern Brazil kill... http://t.co/yS9JC2U4",Media,Other Useful Information,Related and informative
2.96E+17,Tenho certeza que Deus está com vocês hoje #SantaMaria,Outsiders,Sympathy and support,Related - but not informative
2.96E+17,Footage of nightclub scenes. Youths aged between 18-22 yrs old died due to fire. RT@portalR7: #RS http://t.co/w0n7bkcI  #SantaMaria tragic,Media,Affected individuals,Related and informative
